"","GEO.NAME","ALT.GEO.CODE","EDUC15","EDUC15.ID","tech","V1","V2","pct","dum"
"847","Campbell River","59944","No certificate, diploma or
degree",2,1,10,10,4.16666666666667,0
"848","Campbell River","59944","Secondary (high) school
diploma or equivalency
certificate",3,1,35,40,16.6666666666667,0
"849","Campbell River","59944","Apprenticeship or trades
certificate or diploma",5,1,40,30,12.5,0
"850","Campbell River","59944","College, CEGEP or other non-
university certificate or
diploma",8,1,75,45,18.75,0
"851","Campbell River","59944","University certificate or
diploma below bachelor level",9,1,10,10,4.16666666666667,0
"852","Campbell River","59944","University certificate,
diploma or degree at bachelor
level or above",10,1,85,105,43.75,0
"853","Powell River","59945","No certificate, diploma or
degree",2,1,0,0,0,0
"854","Powell River","59945","Secondary (high) school
diploma or equivalency
certificate",3,1,10,30,27.2727272727273,0
"855","Powell River","59945","Apprenticeship or trades
certificate or diploma",5,1,10,10,9.09090909090909,0
"856","Powell River","59945","College, CEGEP or other non-
university certificate or
diploma",8,1,40,20,18.1818181818182,0
"857","Powell River","59945","University certificate or
diploma below bachelor level",9,1,10,10,9.09090909090909,0
"858","Powell River","59945","University certificate,
diploma or degree at bachelor
level or above",10,1,20,40,36.3636363636364,0
"859","Williams Lake","59950","No certificate, diploma or
degree",2,1,0,0,0,0
"860","Williams Lake","59950","Secondary (high) school
diploma or equivalency
certificate",3,1,20,50,47.6190476190476,0
"861","Williams Lake","59950","Apprenticeship or trades
certificate or diploma",5,1,50,10,9.52380952380952,0
"862","Williams Lake","59950","College, CEGEP or other non-
university certificate or
diploma",8,1,10,10,9.52380952380952,0
"863","Williams Lake","59950","University certificate or
diploma below bachelor level",9,1,0,0,0,0
"864","Williams Lake","59950","University certificate,
diploma or degree at bachelor
level or above",10,1,30,35,33.3333333333333,0
"865","Quesnel","59952","No certificate, diploma or
degree",2,1,0,0,0,0
"866","Quesnel","59952","Secondary (high) school
diploma or equivalency
certificate",3,1,45,35,17.5,0
"867","Quesnel","59952","Apprenticeship or trades
certificate or diploma",5,1,10,20,10,0
"868","Quesnel","59952","College, CEGEP or other non-
university certificate or
diploma",8,1,40,55,27.5,0
"869","Quesnel","59952","University certificate or
diploma below bachelor level",9,1,0,10,5,0
"870","Quesnel","59952","University certificate,
diploma or degree at bachelor
level or above",10,1,70,80,40,0
"871","Prince Rupert","59955","No certificate, diploma or
degree",2,1,0,0,0,0
"872","Prince Rupert","59955","Secondary (high) school
diploma or equivalency
certificate",3,1,10,0,0,0
"873","Prince Rupert","59955","Apprenticeship or trades
certificate or diploma",5,1,20,10,14.2857142857143,0
"874","Prince Rupert","59955","College, CEGEP or other non-
university certificate or
diploma",8,1,20,30,42.8571428571429,0
"875","Prince Rupert","59955","University certificate or
diploma below bachelor level",9,1,0,0,0,0
"876","Prince Rupert","59955","University certificate,
diploma or degree at bachelor
level or above",10,1,20,30,42.8571428571429,0
"877","Terrace","59965","No certificate, diploma or
degree",2,1,0,10,6.45161290322581,0
"878","Terrace","59965","Secondary (high) school
diploma or equivalency
certificate",3,1,20,40,25.8064516129032,0
"879","Terrace","59965","Apprenticeship or trades
certificate or diploma",5,1,20,10,6.45161290322581,0
"880","Terrace","59965","College, CEGEP or other non-
university certificate or
diploma",8,1,80,60,38.7096774193548,0
"881","Terrace","59965","University certificate or
diploma below bachelor level",9,1,0,0,0,0
"882","Terrace","59965","University certificate,
diploma or degree at bachelor
level or above",10,1,40,35,22.5806451612903,0
"883","Prince George","59970","No certificate, diploma or
degree",2,1,25,20,1.70940170940171,0
"884","Prince George","59970","Secondary (high) school
diploma or equivalency
certificate",3,1,195,200,17.0940170940171,0
"885","Prince George","59970","Apprenticeship or trades
certificate or diploma",5,1,70,65,5.55555555555556,0
"886","Prince George","59970","College, CEGEP or other non-
university certificate or
diploma",8,1,365,345,29.4871794871795,0
"887","Prince George","59970","University certificate or
diploma below bachelor level",9,1,30,50,4.27350427350427,0
"888","Prince George","59970","University certificate,
diploma or degree at bachelor
level or above",10,1,500,490,41.8803418803419,0
"889","Dawson Creek","59975","No certificate, diploma or
degree",2,1,0,0,0,0
"890","Dawson Creek","59975","Secondary (high) school
diploma or equivalency
certificate",3,1,10,10,14.2857142857143,0
"891","Dawson Creek","59975","Apprenticeship or trades
certificate or diploma",5,1,20,10,14.2857142857143,0
"892","Dawson Creek","59975","College, CEGEP or other non-
university certificate or
diploma",8,1,20,30,42.8571428571429,0
"893","Dawson Creek","59975","University certificate or
diploma below bachelor level",9,1,0,0,0,0
"894","Dawson Creek","59975","University certificate,
diploma or degree at bachelor
level or above",10,1,20,20,28.5714285714286,0
"895","Fort St. John","59977","No certificate, diploma or
degree",2,1,10,0,0,0
"896","Fort St. John","59977","Secondary (high) school
diploma or equivalency
certificate",3,1,65,95,30.6451612903226,0
"897","Fort St. John","59977","Apprenticeship or trades
certificate or diploma",5,1,40,10,3.2258064516129,0
"898","Fort St. John","59977","College, CEGEP or other non-
university certificate or
diploma",8,1,95,90,29.0322580645161,0
"899","Fort St. John","59977","University certificate or
diploma below bachelor level",9,1,0,0,0,0
"900","Fort St. John","59977","University certificate,
diploma or degree at bachelor
level or above",10,1,125,115,37.0967741935484,0
"901","Whitehorse","60990","No certificate, diploma or
degree",2,1,10,10,1.6,0
"902","Whitehorse","60990","Secondary (high) school
diploma or equivalency
certificate",3,1,115,100,16,0
"903","Whitehorse","60990","Apprenticeship or trades
certificate or diploma",5,1,30,40,6.4,0
"904","Whitehorse","60990","College, CEGEP or other non-
university certificate or
diploma",8,1,150,175,28,0
"905","Whitehorse","60990","University certificate or
diploma below bachelor level",9,1,0,0,0,0
"906","Whitehorse","60990","University certificate,
diploma or degree at bachelor
level or above",10,1,290,300,48,0
"907","Yellowknife","61995","No certificate, diploma or
degree",2,1,10,0,0,0
"908","Yellowknife","61995","Secondary (high) school
diploma or equivalency
certificate",3,1,65,65,13,0
"909","Yellowknife","61995","Apprenticeship or trades
certificate or diploma",5,1,10,0,0,0
"910","Yellowknife","61995","College, CEGEP or other non-
university certificate or
diploma",8,1,175,165,33,0
"911","Yellowknife","61995","University certificate or
diploma below bachelor level",9,1,30,20,4,0
"912","Yellowknife","61995","University certificate,
diploma or degree at bachelor
level or above",10,1,250,250,50,0
